primary_function_no,primary_function_en,primary_topic_no,primary_topic_en,category,url,title,published_date,published_time,paragraph_type,paragraph_id,paragraph_nwords,doc_id,paragraph_uid,year,month
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-30-fx/,Norges Bank,2025-12-30,10:00,p,6,88,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx__p6,2025,12
Politikkforklaring / begrunnelse,Policy explanation / justification,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-30-fx/,Norges Bank,2025-12-30,10:00,p,7,21,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx__p7,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-30-fx/,Norges Bank,2025-12-30,10:00,p,8,76,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx__p8,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-30-fx/,Norges Bank,2025-12-30,10:00,p,9,16,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx__p9,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-30-fx/,Norges Bank,2025-12-30,10:00,p,10,25,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx__p10,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-30-fx/,Norges Bank,2025-12-30,10:00,p,11,87,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_30_fx__p11,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,li,5,6,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p5,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,p,6,50,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p6,2025,12
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,p,7,73,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p7,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,blockquote,8,57,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p8,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,p,9,136,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p9,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,p,10,85,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p10,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,p,11,127,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p11,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,blockquote,12,27,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p12,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-18-rate/,Norges Bank,2025-12-18,10:00,p,13,15,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_18_rate__p13,2025,12
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,li,5,6,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p5,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,6,26,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p6,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,7,83,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p7,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,8,59,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p8,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,9,67,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p9,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,10,71,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p10,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,12,40,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p12,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,13,82,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p13,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,14,85,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p14,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,15,47,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p15,2025,12
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,16,38,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p16,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,17,46,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p17,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,18,43,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p18,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Rente og pengepolitisk linje,Interest rates and monetary stance,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,19,21,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p19,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,20,49,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p20,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,21,32,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p21,2025,12
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,22,46,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p22,2025,12
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Press release,https://www.norges-bank.no/en/news-events/news/Press-releases/2025/2025-12-12-transfers-to-government/,Norges Bank,2025-12-12,10:00,p,23,35,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government_,https___www_norges_bank_no_en_news_events_news_Press_releases_2025_2025_12_12_transfers_to_government__p23,2025,12
